Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,Male,M,60,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,Female,F,61,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,Male,M,88,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,Female,F,99,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,Male,M,128,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,Female,F,78,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,Male,M,48,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of rectum,C20,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of rectum,C20,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of rectum,C20,65-74 years,65-74,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of rectum,C20,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of rectum,C20,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,45-54 years,45-54,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,Male,M,60,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,Female,F,62,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,Male,M,83,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,Female,F,85,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,Male,M,79,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,Female,F,112,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,Male,M,136,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,Female,F,248,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,Male,M,361,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,Female,F,383,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,Male,M,485,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,Female,F,377,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,Male,M,528,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,Female,F,98,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,Male,M,143,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,45-54 years,45-54,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,Female,F,48,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,Female,F,98,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,Female,F,149,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,Female,F,141,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,Female,F,151,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,Female,F,77,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,45-54 years,45-54,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,55-64 years,55-64,Female,F,57,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,65-74 years,65-74,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,75-84 years,75-84,Female,F,74,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,85+ years,85+,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,55-64 years,55-64,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,65-74 years,65-74,Male,M,61,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,75-84 years,75-84,Male,M,148,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,85+ years,85+,Male,M,103,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,Male,M,74,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,Male,M,51,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,35-44 years,35-44,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,45-54 years,45-54,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,45-54 years,45-54,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,55-64 years,55-64,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,55-64 years,55-64,Male,M,62,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,65-74 years,65-74,Female,F,84,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,65-74 years,65-74,Male,M,102,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,75-84 years,75-84,Female,F,88,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,75-84 years,75-84,Male,M,77,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,85+ years,85+,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,85+ years,85+,Male,M,38,Not Applicable,Not Applicable
,White,2106-3,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,Male,M,49,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,Female,F,78,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,Male,M,83,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,45-54 years,45-54,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,45-54 years,45-54,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,45-54 years,45-54,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Leukaemia, unspecified - Malignant neoplasms",C95.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Leukaemia, unspecified - Malignant neoplasms",C95.9,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Leukaemia, unspecified - Malignant neoplasms",C95.9,75-84 years,75-84,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Anaemia, unspecified",D64.9,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Anaemia, unspecified",D64.9,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Anaemia, unspecified",D64.9,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Anaemia, unspecified",D64.9,85+ years,85+,Female,F,36,Not Applicable,Not Applicable
,White,2106-3,"Anaemia, unspecified",D64.9,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Coagulation defect, unspecified",D68.9,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Hypothyroidism, unspecified",E03.9,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Insulin-dependent diabetes mellitus, without complications",E10.9,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,55-64 years,55-64,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Male,M,52,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Female,F,44,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Female,F,52,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Male,M,80,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Female,F,80,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Male,M,88,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Female,F,106,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Male,M,109,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Female,F,74,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Male,M,69,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Unspecified protein-energy malnutrition,E46,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Obesity, unspecified",E66.9,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,55-64 years,55-64,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,65-74 years,65-74,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,75-84 years,75-84,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,85+ years,85+,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,85+ years,85+,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,85+ years,85+,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Hyperkalaemia,E87.5,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,65-74 years,65-74,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,75-84 years,75-84,Female,F,104,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,75-84 years,75-84,Male,M,122,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,85+ years,85+,Female,F,267,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,85+ years,85+,Male,M,147,Not Applicable,Not Applicable
,White,2106-3,Motor neuron disease,G12.2,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
