Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,Black or African American,2054-5,"Chronic nephritic syndrome, unspecified",N03.9,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute renal failure, unspecified",N17.9,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute renal failure, unspecified",N17.9,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute renal failure, unspecified",N17.9,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute renal failure, unspecified",N17.9,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,45-54 years,45-54,Female,F,17,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,45-54 years,45-54,Male,M,19,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,55-64 years,55-64,Female,F,19,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,65-74 years,65-74,Female,F,38,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,65-74 years,65-74,Male,M,24,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,75-84 years,75-84,Female,F,29,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,End-stage renal disease,N18.0,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Chronic renal failure, unspecified",N18.9,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,65-74 years,65-74,Female,F,26,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,75-84 years,75-84,Female,F,27,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,75-84 years,75-84,Male,M,19,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,85+ years,85+,Female,F,27,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified renal failure,N19,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,Black or African American,2054-5,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,Black or African American,2054-5,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Female,F,40,Not Applicable,Not Applicable
,Black or African American,2054-5,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,Black or African American,2054-5,Newborn affected by premature rupture of membranes,P01.1,< 1 year,1,Male,M,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Extreme immaturity,P07.2,< 1 year,1,Female,F,57,Not Applicable,Not Applicable
,Black or African American,2054-5,Extreme immaturity,P07.2,< 1 year,1,Male,M,72,Not Applicable,Not Applicable
,Black or African American,2054-5,Other preterm infants,P07.3,< 1 year,1,Female,F,20,Not Applicable,Not Applicable
,Black or African American,2054-5,Other preterm infants,P07.3,< 1 year,1,Male,M,21,Not Applicable,Not Applicable
,Black or African American,2054-5,Necrotizing enterocolitis of newborn,P77,< 1 year,1,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,< 1 year,1,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,45-54 years,45-54,Female,F,22,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,45-54 years,45-54,Male,M,18,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,55-64 years,55-64,Female,F,30,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,55-64 years,55-64,Male,M,34,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,65-74 years,65-74,Female,F,28,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,65-74 years,65-74,Male,M,29,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,75-84 years,75-84,Female,F,25,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,75-84 years,75-84,Male,M,21,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,Black or African American,2054-5,Other ill-defined and unspecified causes of mortality,R99,85+ years,85+,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Enterocolitis due to Clostridium difficile,A04.7,65-74 years,65-74,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Enterocolitis due to Clostridium difficile,A04.7,75-84 years,75-84,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,Enterocolitis due to Clostridium difficile,A04.7,75-84 years,75-84,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Enterocolitis due to Clostridium difficile,A04.7,85+ years,85+,Female,F,45,Not Applicable,Not Applicable
,White,2106-3,Enterocolitis due to Clostridium difficile,A04.7,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,35-44 years,35-44,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,35-44 years,35-44,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,45-54 years,45-54,Female,F,50,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,45-54 years,45-54,Male,M,55,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,55-64 years,55-64,Female,F,77,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,55-64 years,55-64,Male,M,87,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,65-74 years,65-74,Female,F,117,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,65-74 years,65-74,Male,M,117,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,75-84 years,75-84,Female,F,221,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,75-84 years,75-84,Male,M,178,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,85+ years,85+,Female,F,211,Not Applicable,Not Applicable
,White,2106-3,"Septicaemia, unspecified",A41.9,85+ years,85+,Male,M,108,Not Applicable,Not Applicable
,White,2106-3,Chronic viral hepatitis C,B18.2,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Chronic viral hepatitis C,B18.2,45-54 years,45-54,Male,M,38,Not Applicable,Not Applicable
,White,2106-3,Chronic viral hepatitis C,B18.2,55-64 years,55-64,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Chronic viral hepatitis C,B18.2,55-64 years,55-64,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Oesophagus, unspecified - Malignant neoplasms",C15.9,45-54 years,45-54,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Stomach, unspecified - Malignant neoplasms",C16.9,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Stomach, unspecified - Malignant neoplasms",C16.9,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,Male,M,65,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,Female,F,56,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,Male,M,54,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,Female,F,50,Not Applicable,Not Applicable
,White,2106-3,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of rectum,C20,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of rectum,C20,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,45-54 years,45-54,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,Male,M,47,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,Male,M,54,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,Male,M,38,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,Female,F,88,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,Male,M,131,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,Female,F,195,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,Male,M,281,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,Female,F,311,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,Male,M,462,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,Female,F,209,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,Male,M,361,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,Female,F,60,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,Male,M,67,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,Female,F,59,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,Female,F,113,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,Female,F,94,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,Female,F,82,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,45-54 years,45-54,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,55-64 years,55-64,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,65-74 years,65-74,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,75-84 years,75-84,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,65-74 years,65-74,Male,M,51,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,75-84 years,75-84,Male,M,81,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,85+ years,85+,Male,M,46,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,45-54 years,45-54,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,45-54 years,45-54,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,55-64 years,55-64,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,55-64 years,55-64,Male,M,47,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,65-74 years,65-74,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,65-74 years,65-74,Male,M,56,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,75-84 years,75-84,Female,F,52,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,75-84 years,75-84,Male,M,54,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,85+ years,85+,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm without specification of site,C80,85+ years,85+,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,Male,M,38,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Anaemia, unspecified",D64.9,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Anaemia, unspecified",D64.9,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Insulin-dependent diabetes mellitus, without complications",E10.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,55-64 years,55-64,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Female,F,36,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Female,F,52,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Male,M,54,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Female,F,44,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Male,M,73,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Female,F,69,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Male,M,66,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Female,F,44,Not Applicable,Not Applicable
,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Other obesity,E66.8,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,85+ years,85+,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Volume depletion,E86,85+ years,85+,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Acidosis,E87.2,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Vascular dementia, unspecified",F01.9,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,75-84 years,75-84,Female,F,127,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,75-84 years,75-84,Male,M,74,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,85+ years,85+,Female,F,239,Not Applicable,Not Applicable
,White,2106-3,Unspecified dementia,F03,85+ years,85+,Male,M,109,Not Applicable,Not Applicable
