Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,Black or African American,2054-5,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,15-24 years,15-24,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,35-44 years,35-44,Female,F,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,45-54 years,45-54,Male,M,21,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,Male,M,22,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,Male,M,27,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,Male,M,19,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Leukaemia, unspecified - Malignant neoplasms",C95.9,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,Female,F,17,Not Applicable,Not Applicable
,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,Male,M,30,Not Applicable,Not Applicable
,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,Female,F,25,Not Applicable,Not Applicable
,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,Male,M,24,Not Applicable,Not Applicable
,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,Black or African American,2054-5,"Brain, unspecified - Uncertain neoplasms",D43.2,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,15-24 years,15-24,Male,M,20,Not Applicable,Not Applicable
,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,25-34 years,25-34,Female,F,23,Not Applicable,Not Applicable
,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,25-34 years,25-34,Male,M,24,Not Applicable,Not Applicable
,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,35-44 years,35-44,Female,F,19,Not Applicable,Not Applicable
,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,35-44 years,35-44,Male,M,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,45-54 years,45-54,Female,F,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Sickle-cell anaemia without crisis,D57.1,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anaemia, unspecified",D64.9,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anaemia, unspecified",D64.9,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anaemia, unspecified",D64.9,85+ years,85+,Female,F,36,Not Applicable,Not Applicable
,Black or African American,2054-5,"Coagulation defect, unspecified",D68.9,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Sarcoidosis, unspecified",D86.9,35-44 years,35-44,Female,F,26,Not Applicable,Not Applicable
,Black or African American,2054-5,"Sarcoidosis, unspecified",D86.9,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Sarcoidosis, unspecified",D86.9,45-54 years,45-54,Female,F,29,Not Applicable,Not Applicable
,Black or African American,2054-5,"Sarcoidosis, unspecified",D86.9,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Sarcoidosis, unspecified",D86.9,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,35-44 years,35-44,Female,F,16,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,35-44 years,35-44,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,45-54 years,45-54,Female,F,25,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,45-54 years,45-54,Male,M,32,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,55-64 years,55-64,Female,F,43,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,55-64 years,55-64,Male,M,33,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,65-74 years,65-74,Female,F,61,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,65-74 years,65-74,Male,M,41,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,75-84 years,75-84,Female,F,41,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,75-84 years,75-84,Male,M,25,Not Applicable,Not Applicable
,Black or African American,2054-5,"Insulin-dependent diabetes mellitus, without complications",E10.9,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,45-54 years,45-54,Female,F,16,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,55-64 years,55-64,Female,F,32,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,55-64 years,55-64,Male,M,38,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Female,F,57,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,65-74 years,65-74,Male,M,36,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Female,F,59,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,75-84 years,75-84,Male,M,21,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Female,F,37,Not Applicable,Not Applicable
,Black or African American,2054-5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with coma",E14.0,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with coma",E14.0,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,35-44 years,35-44,Male,M,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,45-54 years,45-54,Female,F,17,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,45-54 years,45-54,Male,M,17,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,55-64 years,55-64,Female,F,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with renal complications",E14.2,55-64 years,55-64,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with renal complications",E14.2,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with renal complications",E14.2,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,45-54 years,45-54,Female,F,22,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,45-54 years,45-54,Male,M,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,55-64 years,55-64,Female,F,61,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,65-74 years,65-74,Female,F,78,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,65-74 years,65-74,Male,M,46,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,75-84 years,75-84,Female,F,77,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,75-84 years,75-84,Male,M,44,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,85+ years,85+,Female,F,29,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,25-34 years,25-34,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,25-34 years,25-34,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,35-44 years,35-44,Female,F,51,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,35-44 years,35-44,Male,M,41,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Female,F,160,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,45-54 years,45-54,Male,M,141,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Female,F,292,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,55-64 years,55-64,Male,M,220,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Female,F,425,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,65-74 years,65-74,Male,M,256,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Female,F,412,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,75-84 years,75-84,Male,M,188,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Female,F,220,Not Applicable,Not Applicable
,Black or African American,2054-5,"Unspecified diabetes mellitus, without complications",E14.9,85+ years,85+,Male,M,73,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified protein-energy malnutrition,E46,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified protein-energy malnutrition,E46,65-74 years,65-74,Male,M,22,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified protein-energy malnutrition,E46,75-84 years,75-84,Female,F,33,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified protein-energy malnutrition,E46,75-84 years,75-84,Male,M,25,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified protein-energy malnutrition,E46,85+ years,85+,Female,F,47,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified protein-energy malnutrition,E46,85+ years,85+,Male,M,27,Not Applicable,Not Applicable
,Black or African American,2054-5,Other obesity,E66.8,35-44 years,35-44,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Other obesity,E66.8,35-44 years,35-44,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,Other obesity,E66.8,45-54 years,45-54,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,Other obesity,E66.8,65-74 years,65-74,Female,F,16,Not Applicable,Not Applicable
,Black or African American,2054-5,"Obesity, unspecified",E66.9,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Obesity, unspecified",E66.9,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Hyperlipidaemia, unspecified",E78.5,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Volume depletion,E86,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,Black or African American,2054-5,Volume depletion,E86,75-84 years,75-84,Female,F,27,Not Applicable,Not Applicable
,Black or African American,2054-5,Volume depletion,E86,75-84 years,75-84,Male,M,35,Not Applicable,Not Applicable
,Black or African American,2054-5,Volume depletion,E86,85+ years,85+,Female,F,80,Not Applicable,Not Applicable
,Black or African American,2054-5,Volume depletion,E86,85+ years,85+,Male,M,40,Not Applicable,Not Applicable
,Black or African American,2054-5,Hyperosmolality and hypernatraemia,E87.0,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,Acidosis,E87.2,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Acidosis,E87.2,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,Black or African American,2054-5,Acidosis,E87.2,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Acidosis,E87.2,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified dementia,F03,65-74 years,65-74,Female,F,22,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified dementia,F03,65-74 years,65-74,Male,M,37,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified dementia,F03,75-84 years,75-84,Female,F,79,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified dementia,F03,75-84 years,75-84,Male,M,86,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified dementia,F03,85+ years,85+,Female,F,161,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified dementia,F03,85+ years,85+,Male,M,62,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,85+ years,85+,Female,F,16,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,35-44 years,35-44,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,45-54 years,45-54,Male,M,25,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,55-64 years,55-64,Male,M,31,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,35-44 years,35-44,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,35-44 years,35-44,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,45-54 years,45-54,Male,M,23,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of cocaine, harmful use",F14.1,35-44 years,35-44,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,35-44 years,35-44,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Motor neuron disease,G12.2,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Motor neuron disease,G12.2,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Parkinson disease,G20,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Parkinson disease,G20,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,Black or African American,2054-5,Parkinson disease,G20,75-84 years,75-84,Male,M,26,Not Applicable,Not Applicable
,Black or African American,2054-5,Parkinson disease,G20,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Parkinson disease,G20,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Female,F,31,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Female,F,118,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Male,M,65,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Female,F,141,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Male,M,53,Not Applicable,Not Applicable
,Black or African American,2054-5,Multiple sclerosis,G35,35-44 years,35-44,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Multiple sclerosis,G35,45-54 years,45-54,Female,F,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Infantile cerebral palsy, unspecified",G80.9,5-14 years,14-May,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Infantile cerebral palsy, unspecified",G80.9,15-24 years,15-24,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,25-34 years,25-34,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,35-44 years,35-44,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,35-44 years,35-44,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Female,F,35,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Male,M,39,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Female,F,58,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Male,M,34,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Female,F,64,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Male,M,28,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Female,F,44,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Male,M,29,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,85+ years,85+,Female,F,22,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mitral valve disease, unspecified",I05.9,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,35-44 years,35-44,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,45-54 years,45-54,Female,F,38,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,45-54 years,45-54,Male,M,26,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,55-64 years,55-64,Female,F,29,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,55-64 years,55-64,Male,M,46,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,65-74 years,65-74,Female,F,52,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,65-74 years,65-74,Male,M,39,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,75-84 years,75-84,Female,F,89,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,75-84 years,75-84,Male,M,49,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,85+ years,85+,Female,F,72,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,85+ years,85+,Male,M,31,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,45-54 years,45-54,Female,F,26,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,55-64 years,55-64,Female,F,35,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,65-74 years,65-74,Female,F,41,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,65-74 years,65-74,Male,M,30,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Female,F,62,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Male,M,35,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,85+ years,85+,Female,F,68,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,85+ years,85+,Male,M,25,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,25-34 years,25-34,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,25-34 years,25-34,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,35-44 years,35-44,Female,F,41,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,35-44 years,35-44,Male,M,61,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,45-54 years,45-54,Female,F,86,Not Applicable,Not Applicable
